latitude,longitude,timestamp
49.7998049,9.9334791,2024-06-13 11:47:43.853258
49.8003833,9.93223,2024-06-13 12:02:44.054546
49.80038,9.9323265,2024-06-13T12:05:27.693457
49.8003733,9.9323717,2024-06-13T12:06:10.627378
